draw,strategy,cost,effect,perspective,jurisdiction
3,UC+AA,7128.465087149703,2.206215542699554,societal,NZ
4,UC,4780.328112162488,3.178556285755873,societal,NZ
4,ECT,19433.68213422455,6.085383825381082,societal,NZ
4,KA-ECT,15170.272389873844,6.548418660773917,societal,NZ
4,IV-KA,14288.505294255185,5.7301257767617795,societal,NZ
4,IN-EKA,17880.959184931846,5.3079604598680135,societal,NZ
4,PO-PSI,25485.3877467402,6.774915992426312,societal,NZ
4,PO-KA,6946.920359183971,4.303402712041339,societal,NZ
4,rTMS,9215.783693735684,3.2682425259339407,societal,NZ
4,UC+Li,6355.344332477492,3.6305276360899446,societal,NZ
4,UC+AA,7007.158839299445,3.0827064333124263,societal,NZ
5,UC,3584.6292579495857,2.7896773386173206,societal,NZ
5,ECT,13971.856450419691,5.858178184622705,societal,NZ
5,KA-ECT,17435.50000916897,7.3636457711330845,societal,NZ
5,IV-KA,16715.464753026325,5.622204468982288,societal,NZ
5,IN-EKA,21030.201562891056,4.9553324505403,societal,NZ
5,PO-PSI,15406.143923504793,5.978788899640627,societal,NZ
5,PO-KA,8090.345314911539,5.9779452674911715,societal,NZ
5,rTMS,9615.278070437755,4.150773671166807,societal,NZ
5,UC+Li,5958.345876353708,2.915660981190234,societal,NZ
5,UC+AA,8599.951940321029,3.5759665163433874,societal,NZ
6,UC,5791.031947043047,2.5453062726026303,societal,NZ
6,ECT,19208.382932808297,5.378519149766175,societal,NZ
6,KA-ECT,20053.999828300945,8.97141006322898,societal,NZ
6,IV-KA,9523.65918717328,5.10359158927806,societal,NZ
6,IN-EKA,20398.605460350565,4.69791460753028,societal,NZ
6,PO-PSI,17246.682844669336,6.054850379844821,societal,NZ
6,PO-KA,6406.544429410843,4.784155458381109,societal,NZ
6,rTMS,8161.151531532393,4.77496720250877,societal,NZ
6,UC+Li,5060.096049196515,3.3389692418971624,societal,NZ
6,UC+AA,8138.924104317538,2.5845678417830227,societal,NZ
7,UC,5227.45993460413,3.653571377141214,societal,NZ
7,ECT,10177.550296316318,6.647707086825843,societal,NZ
7,KA-ECT,18909.589779869482,7.7036405845995795,societal,NZ
7,IV-KA,8907.623222804796,4.575680370841007,societal,NZ
7,IN-EKA,22087.76626246759,5.178190803939912,societal,NZ
7,PO-PSI,26252.464251729383,6.2771585675975805,societal,NZ
7,PO-KA,6979.962917632264,4.639352218296602,societal,NZ
7,rTMS,10586.144946597362,3.642824290986816,societal,NZ
7,UC+Li,8238.929413373708,3.7369164604558938,societal,NZ
7,UC+AA,5332.175103916292,3.5282768043169153,societal,NZ
8,UC,4025.3183297726787,3.393542301871226,societal,NZ
8,ECT,18475.786737022212,5.843454145318631,societal,NZ
8,KA-ECT,21371.816452355128,7.371502834242849,societal,NZ
8,IV-KA,14055.150399986225,6.827755087857763,societal,NZ
8,IN-EKA,19018.44753598852,4.547758301385506,societal,NZ
8,PO-PSI,20552.427851872384,5.3473517720276496,societal,NZ
8,PO-KA,7884.3474358788435,4.704691184889986,societal,NZ
8,rTMS,10553.381598660038,4.413591624518012,societal,NZ
8,UC+Li,6015.602270253488,4.226767038578658,societal,NZ
8,UC+AA,6629.4804334668615,4.56008458329481,societal,NZ
9,UC,5625.6673477650065,2.5714212217918586,societal,NZ
9,ECT,11787.322505816663,6.885977932194549,societal,NZ
9,KA-ECT,17217.880251359522,7.642600444682882,societal,NZ
9,IV-KA,13183.094061433861,5.449019761140189,societal,NZ
9,IN-EKA,16612.82512772638,4.091091665188482,societal,NZ
9,PO-PSI,22767.425239664895,6.6851190354587775,societal,NZ
9,PO-KA,8321.140616195305,3.752556732772807,societal,NZ
9,rTMS,10346.361851702364,4.192658689864419,societal,NZ
9,UC+Li,4939.37107655864,3.576862552972764,societal,NZ
9,UC+AA,7081.4922058244,2.6285148510846885,societal,NZ
10,UC,5357.787360348283,3.280392263184117,societal,NZ
10,ECT,18249.15372952583,7.343041641627923,societal,NZ
10,KA-ECT,13178.157212150181,6.15595746407639,societal,NZ
10,IV-KA,13287.58816802165,5.859650165638546,societal,NZ
10,IN-EKA,22060.19074522419,7.311638894392832,societal,NZ
10,PO-PSI,27854.452553465835,6.908452512144479,societal,NZ
10,PO-KA,9431.002645239803,4.890834750783479,societal,NZ
10,rTMS,9369.46151071931,4.379484610246633,societal,NZ
10,UC+Li,5072.609742554914,3.3815906966299956,societal,NZ
10,UC+AA,6320.491033039255,3.2409370696931616,societal,NZ
11,UC,7314.658566673509,2.0663674037041257,societal,NZ
11,ECT,17058.78057112354,5.209827303048279,societal,NZ
11,KA-ECT,16348.238469736983,7.98005553727063,societal,NZ
11,IV-KA,12160.700047738657,4.745578655449486,societal,NZ
11,IN-EKA,17138.78516296013,5.407758649360805,societal,NZ
11,PO-PSI,21348.166841414317,6.17316687166558,societal,NZ
11,PO-KA,8068.35775985572,4.10903979143651,societal,NZ
11,rTMS,14287.888178650652,4.316959511159006,societal,NZ
11,UC+Li,3569.8288960108716,3.593227157384714,societal,NZ
11,UC+AA,6073.4989493242565,3.626216667398112,societal,NZ
12,UC,4207.4792615673,2.9426317792665504,societal,NZ
12,ECT,16514.961836941373,7.192604155336097,societal,NZ
12,KA-ECT,13798.962575304784,6.698948887743146,societal,NZ
12,IV-KA,10812.63672209761,5.042669537198401,societal,NZ
12,IN-EKA,27061.816961124387,5.2429890265765735,societal,NZ
12,PO-PSI,18695.580228324776,6.734289557643821,societal,NZ
12,PO-KA,11183.23429551895,5.119479156330688,societal,NZ
12,rTMS,6961.260068091973,3.7578829635668742,societal,NZ
12,UC+Li,7520.293379023948,3.1461652671906095,societal,NZ
12,UC+AA,7621.3471994047195,3.5873170267146683,societal,NZ
13,UC,4073.069528421917,2.9702373219691,societal,NZ
13,ECT,5276.1979797927825,5.680489886932568,societal,NZ
13,KA-ECT,17116.01147012394,5.876995136231636,societal,NZ
13,IV-KA,16081.028259829089,4.498901035427557,societal,NZ
13,IN-EKA,18239.822053212065,5.078444346371655,societal,NZ
13,PO-PSI,32206.36644533058,4.851310279056449,societal,NZ
13,PO-KA,9744.74562823244,4.506139836611752,societal,NZ
13,rTMS,8036.982697904098,4.231051737131636,societal,NZ
13,UC+Li,6238.871634688164,3.1998915614206025,societal,NZ
13,UC+AA,7097.722918986026,3.00734320156912,societal,NZ
14,UC,5113.517345251248,3.3310653372605232,societal,NZ
14,ECT,19758.050448436057,5.509747600938521,societal,NZ
14,KA-ECT,25465.61681129693,5.243120980429748,societal,NZ
14,IV-KA,11620.537262411042,5.911822044539203,societal,NZ
14,IN-EKA,21123.96747094013,4.626380288107644,societal,NZ
14,PO-PSI,23959.388748213623,5.605599252272934,societal,NZ
14,PO-KA,7115.952864583683,5.009761258212615,societal,NZ
14,rTMS,10714.030971930095,3.653545202369673,societal,NZ
14,UC+Li,7079.5198505199005,3.6536497604383045,societal,NZ
14,UC+AA,8138.006966374544,3.514814420961806,societal,NZ
15,UC,4171.004989077927,2.7199094799015153,societal,NZ
15,ECT,17241.880815369786,6.988296212346772,societal,NZ
15,KA-ECT,17926.844421125483,7.105594644977904,societal,NZ
15,IV-KA,15194.162239471063,5.085900027814919,societal,NZ
15,IN-EKA,22188.38952468015,4.878684408539663,societal,NZ
15,PO-PSI,23911.5939838639,6.879021481589752,societal,NZ
15,PO-KA,9238.124523482045,4.9881057816003835,societal,NZ
15,rTMS,12610.957614308658,4.010501920816379,societal,NZ
15,UC+Li,6818.343565553957,3.344866621703272,societal,NZ
15,UC+AA,7453.832893483819,3.1349284728161577,societal,NZ
16,UC,5096.995964992718,3.2975785127184567,societal,NZ
16,ECT,12545.337950299583,8.173909820548369,societal,NZ
16,KA-ECT,14478.939164751044,5.907230248491041,societal,NZ
16,IV-KA,14895.27718375017,6.054163885774055,societal,NZ
16,IN-EKA,22496.47926820862,5.377007305558568,societal,NZ
16,PO-PSI,24938.766135765425,5.282196502811335,societal,NZ
16,PO-KA,8113.70683729059,4.093702973092733,societal,NZ
16,rTMS,11950.239466835503,3.9264713092489307,societal,NZ
16,UC+Li,5009.403363848986,3.339307079173503,societal,NZ
16,UC+AA,7578.104035985874,2.918137723598013,societal,NZ
17,UC,4177.779604433568,3.121843605745956,societal,NZ
17,ECT,15734.89971332617,6.094445459703096,societal,NZ
17,KA-ECT,16351.36593033587,7.208844943621872,societal,NZ
17,IV-KA,8379.78914625669,4.514775357936411,societal,NZ
17,IN-EKA,17126.223114990255,4.871931708972892,societal,NZ
17,PO-PSI,26554.53782799002,7.180284973559641,societal,NZ
17,PO-KA,9286.489434803028,4.404036882021944,societal,NZ
17,rTMS,9961.967584194623,3.4987353176810956,societal,NZ
17,UC+Li,5977.784236809132,3.355670680539931,societal,NZ
17,UC+AA,7451.805984473325,2.786384528223839,societal,NZ
18,UC,5519.346514241172,3.766369456501289,societal,NZ
18,ECT,14673.719554629428,6.8213693776791535,societal,NZ
18,KA-ECT,20415.503970988895,6.638901575302747,societal,NZ
18,IV-KA,12560.231204526042,5.508814680547256,societal,NZ
18,IN-EKA,20390.704394195327,4.53619412968672,societal,NZ
18,PO-PSI,25122.550871294712,6.39839863299636,societal,NZ
18,PO-KA,10176.715411692563,5.075562495651124,societal,NZ
18,rTMS,14306.364915023112,3.616326218555975,societal,NZ
18,UC+Li,7046.784764064814,3.591671002869176,societal,NZ
18,UC+AA,10065.724106504742,2.7958508573224243,societal,NZ
19,UC,4160.278157819224,2.700303677277989,societal,NZ
19,ECT,8628.31282707058,6.079395982655391,societal,NZ
19,KA-ECT,15343.035684562057,7.135354407828586,societal,NZ
19,IV-KA,12854.389939442899,6.8133195874511205,societal,NZ
19,IN-EKA,23801.695352744202,4.653857806602558,societal,NZ
19,PO-PSI,20507.92664325821,6.393535337205204,societal,NZ
19,PO-KA,6019.650189469036,5.598875259512612,societal,NZ
19,rTMS,12358.880241442574,3.765412173947648,societal,NZ
19,UC+Li,3944.2385650909464,4.176936187082706,societal,NZ
19,UC+AA,6839.644216646335,3.818908155986731,societal,NZ
20,UC,3405.5723412056327,2.700312488523114,societal,NZ
20,ECT,15015.73109915455,6.537584475011793,societal,NZ
20,KA-ECT,16424.770849822646,7.560564939112749,societal,NZ
20,IV-KA,9330.948926543513,5.400334360485094,societal,NZ
20,IN-EKA,20481.182526847595,5.308663300435249,societal,NZ
20,PO-PSI,28558.074390444446,5.100286326529705,societal,NZ
20,PO-KA,5698.828743896566,5.266606093139106,societal,NZ
20,rTMS,10664.628023959183,3.625756731721723,societal,NZ
20,UC+Li,7861.382370627028,3.5578373171464293,societal,NZ
20,UC+AA,8651.016057689358,3.2337592407050546,societal,NZ
21,UC,7060.747924881987,3.877670421221602,societal,NZ
21,ECT,14253.10755456278,7.277256760763485,societal,NZ
21,KA-ECT,20258.815823548015,8.231768401779114,societal,NZ
21,IV-KA,9587.691348549739,5.980236021998907,societal,NZ
21,IN-EKA,24233.697947398352,3.9447563081461317,societal,NZ
21,PO-PSI,19083.707436671124,4.368614257791919,societal,NZ
21,PO-KA,7595.889748333164,4.930525353477577,societal,NZ
21,rTMS,13004.714104192057,4.037047390209888,societal,NZ
21,UC+Li,7954.33865468555,2.809949270892554,societal,NZ
21,UC+AA,4615.264584902783,3.172226150551691,societal,NZ
22,UC,5384.065448939307,2.9836526259529537,societal,NZ
22,ECT,8797.67369988037,6.428703968389769,societal,NZ
22,KA-ECT,13434.356748233015,7.602705293947035,societal,NZ
22,IV-KA,12916.49561524212,4.8420841495708515,societal,NZ
22,IN-EKA,17944.532330653226,4.364471886866629,societal,NZ
22,PO-PSI,24686.60451363414,6.764113856400991,societal,NZ
22,PO-KA,6521.410930496684,4.8024279093107065,societal,NZ
22,rTMS,8939.48476325512,3.603563583868828,societal,NZ
22,UC+Li,5871.563568054531,2.982378838790313,societal,NZ
22,UC+AA,6224.890972513945,2.601061053705576,societal,NZ
23,UC,6964.725132916389,3.017631775985864,societal,NZ
23,ECT,12900.823476022244,6.671183928587378,societal,NZ
23,KA-ECT,17606.851826082097,6.801127360420099,societal,NZ
23,IV-KA,13535.416750108563,6.030255397033113,societal,NZ
23,IN-EKA,17877.99540955789,4.654509055613192,societal,NZ
23,PO-PSI,23624.74151424178,4.158463068211532,societal,NZ
23,PO-KA,5727.213406702172,5.320124560466715,societal,NZ
23,rTMS,13289.935427002567,3.875481980221811,societal,NZ
23,UC+Li,6691.868355666919,3.655625077271768,societal,NZ
23,UC+AA,11310.433131837333,3.7597874557172886,societal,NZ
24,UC,4872.0824085192335,2.5222297796997872,societal,NZ
24,ECT,10180.661039227283,6.662770908693778,societal,NZ
24,KA-ECT,15352.77239150494,5.719971661362093,societal,NZ
24,IV-KA,10383.567789393683,4.742916397469924,societal,NZ
24,IN-EKA,26748.56654029026,5.52898385416967,societal,NZ
24,PO-PSI,24960.136793416914,7.183955311112021,societal,NZ
24,PO-KA,8116.052461471428,3.983229479203042,societal,NZ
24,rTMS,13046.248154539315,4.2694550218423295,societal,NZ
24,UC+Li,4755.304614808252,3.4048306609581958,societal,NZ
24,UC+AA,5774.134445261339,2.508600134517832,societal,NZ
25,UC,5926.177547531642,3.9547083202350652,societal,NZ
25,ECT,10804.297278542577,6.950375389352457,societal,NZ
25,KA-ECT,15722.751008073605,6.561587154611773,societal,NZ
25,IV-KA,10519.015189402828,4.895206461224129,societal,NZ
25,IN-EKA,20194.086511779307,4.501429930153377,societal,NZ
25,PO-PSI,26352.284128899195,5.959809512440691,societal,NZ
25,PO-KA,7641.5779297003855,3.9554618027750412,societal,NZ
25,rTMS,8846.457338863334,4.377695612912878,societal,NZ
25,UC+Li,6601.100625149257,3.0112223776007245,societal,NZ
25,UC+AA,7139.065227600916,3.5756935616858945,societal,NZ
26,UC,3330.594718878628,3.2716800961899675,societal,NZ
26,ECT,13012.12872316246,6.956478934874528,societal,NZ
26,KA-ECT,15328.592952101191,5.375606109401933,societal,NZ
26,IV-KA,7931.143905292093,5.533659462662968,societal,NZ
26,IN-EKA,21038.890006885926,4.457410024937355,societal,NZ
26,PO-PSI,28192.96229388687,4.670783950184832,societal,NZ
26,PO-KA,7900.880302029025,3.773390280142526,societal,NZ
26,rTMS,8696.327784395682,4.023699335658207,societal,NZ
26,UC+Li,4967.503961659257,3.3077222278850873,societal,NZ
26,UC+AA,8408.809932900216,2.911554065238426,societal,NZ
27,UC,5835.692112065141,2.435146572671191,societal,NZ
27,ECT,16589.41253374585,7.65325489652632,societal,NZ
27,KA-ECT,9349.244249554487,6.282794270076571,societal,NZ
27,IV-KA,13442.68031795135,5.357868229769905,societal,NZ
27,IN-EKA,21484.583493485236,4.637608887970508,societal,NZ
27,PO-PSI,25432.9489373645,5.875458211686336,societal,NZ
27,PO-KA,9751.673092489711,4.652652505980728,societal,NZ
27,rTMS,10675.205324150404,3.794061516938766,societal,NZ
27,UC+Li,5414.872531113007,3.2837209060901897,societal,NZ
27,UC+AA,7552.232999329615,2.989507759589869,societal,NZ
28,UC,5289.7748568964125,4.037700399322719,societal,NZ
28,ECT,17613.374110295077,6.2391811742657275,societal,NZ
28,KA-ECT,22204.248727573806,6.632732164280604,societal,NZ
28,IV-KA,6904.688662055365,4.794339582357817,societal,NZ
28,IN-EKA,12516.832315896578,4.789091909575215,societal,NZ
28,PO-PSI,25092.091895947757,7.341149849820226,societal,NZ
28,PO-KA,8490.391060646243,4.368539682714681,societal,NZ
28,rTMS,11658.811162366977,2.8944323454960577,societal,NZ
28,UC+Li,6282.737469730279,3.8854325969434833,societal,NZ
28,UC+AA,4929.979255908222,3.7718770216034647,societal,NZ
29,UC,5338.496407494414,2.7923560430495993,societal,NZ
29,ECT,16898.345598318854,8.316554286243516,societal,NZ
29,KA-ECT,18636.531892704734,7.2233985276703025,societal,NZ
29,IV-KA,10851.59775114939,4.905108941374646,societal,NZ
29,IN-EKA,23321.343266176984,4.48634970445468,societal,NZ
29,PO-PSI,25357.831186096962,5.617874042587907,societal,NZ
29,PO-KA,8718.469738619588,4.700197263172169,societal,NZ
29,rTMS,12075.079888515798,3.7449918005726266,societal,NZ
29,UC+Li,5676.150077647954,3.0106181421088465,societal,NZ
29,UC+AA,6377.989435893444,3.388650246522426,societal,NZ
30,UC,5756.988616645352,2.538917337911187,societal,NZ
30,ECT,17608.81776031698,7.584510287043961,societal,NZ
30,KA-ECT,19447.022161282952,8.68911623130226,societal,NZ
30,IV-KA,10065.527002241068,4.628741707682008,societal,NZ
30,IN-EKA,12885.119004382886,5.89762658689351,societal,NZ
30,PO-PSI,28271.82828177029,5.955532263271636,societal,NZ
30,PO-KA,8419.95293947973,3.824706571620974,societal,NZ
30,rTMS,14891.503959233652,4.064610590987614,societal,NZ
30,UC+Li,6131.273753525871,3.862883311949346,societal,NZ
30,UC+AA,7673.412924431398,3.311942012139566,societal,NZ
31,UC,4209.525544554688,3.235734178567998,societal,NZ
31,ECT,20646.0734894251,7.5763360369239825,societal,NZ
31,KA-ECT,23576.15319323789,6.539905891211934,societal,NZ
31,IV-KA,9525.987949353548,5.411949155930246,societal,NZ
31,IN-EKA,20222.899649154777,5.656514911082569,societal,NZ
31,PO-PSI,16537.676851425902,7.223640255568491,societal,NZ
31,PO-KA,7762.988152131516,4.243871358031548,societal,NZ
31,rTMS,7975.791249479665,3.172571664067115,societal,NZ
31,UC+Li,6987.804700754297,3.5366589835942017,societal,NZ
31,UC+AA,5194.054740362524,2.5524606139681922,societal,NZ
32,UC,4664.215300709871,3.8345107626446966,societal,NZ
32,ECT,14221.225945909186,5.297485637505515,societal,NZ
32,KA-ECT,17139.899275699197,6.754548787227097,societal,NZ
32,IV-KA,5257.783392646071,5.461993593437532,societal,NZ
32,IN-EKA,19076.26187916529,5.417723818888051,societal,NZ
32,PO-PSI,34244.78047472673,6.901252023638206,societal,NZ
32,PO-KA,7596.6669641677545,3.836084454754998,societal,NZ
32,rTMS,15146.71960649972,4.029609217007244,societal,NZ
32,UC+Li,6016.715150295536,3.4879374564449983,societal,NZ
32,UC+AA,7277.318665074998,3.127819794038029,societal,NZ
33,UC,4426.337993119764,2.7265705293798037,societal,NZ
33,ECT,14901.740189352005,6.065260183092988,societal,NZ
33,KA-ECT,15505.039760629925,7.095787204922707,societal,NZ
33,IV-KA,11362.556956447863,6.552795092007882,societal,NZ
33,IN-EKA,9396.120766427952,5.654904111153477,societal,NZ
33,PO-PSI,31230.425962488145,4.34128781407348,societal,NZ
33,PO-KA,7485.968608879477,4.277135480402525,societal,NZ
33,rTMS,7184.9766105643575,3.6110916562045623,societal,NZ
33,UC+Li,4667.3089854410055,4.376135221711811,societal,NZ
33,UC+AA,8309.949750406446,3.8357775474970794,societal,NZ
34,UC,5721.672064043235,2.4354741143913854,societal,NZ
34,ECT,13426.43920116068,6.891499648982334,societal,NZ
34,KA-ECT,13722.552668878192,7.641698587155149,societal,NZ
34,IV-KA,11399.186504604662,5.237625434715282,societal,NZ
34,IN-EKA,22843.839872813965,5.266557986891624,societal,NZ
34,PO-PSI,23195.1691709046,6.927463842691399,societal,NZ
34,PO-KA,6378.405008600154,4.869561364166558,societal,NZ
34,rTMS,11186.202515936768,3.8452267803430047,societal,NZ
34,UC+Li,6391.3596266905415,2.8744432118073484,societal,NZ
34,UC+AA,8293.63782688966,3.1075489317785054,societal,NZ
35,UC,4477.27697948096,3.5245046129184447,societal,NZ
35,ECT,12886.968928371722,5.373230962909152,societal,NZ
35,KA-ECT,12551.797892666336,7.545408956211076,societal,NZ
35,IV-KA,8798.926618759293,6.728355927389055,societal,NZ
35,IN-EKA,11672.282368465112,6.017873820974023,societal,NZ
35,PO-PSI,26055.087336013094,5.922629510503686,societal,NZ
35,PO-KA,7182.621369786576,4.739481668611242,societal,NZ
35,rTMS,9924.730595150304,4.551650941008261,societal,NZ
35,UC+Li,6137.0731783944475,3.5751508807309387,societal,NZ
35,UC+AA,6490.942902900601,3.1715271881394664,societal,NZ
36,UC,5307.801768892059,2.1449158036716875,societal,NZ
36,ECT,10955.443733682861,7.094611275218172,societal,NZ
36,KA-ECT,18598.029033447798,6.834414997282589,societal,NZ
36,IV-KA,12046.084832663482,5.74330719375317,societal,NZ
36,IN-EKA,17840.961278762556,4.533017164758612,societal,NZ
36,PO-PSI,25979.226275488407,5.2173017779079744,societal,NZ
36,PO-KA,8612.379133571707,3.478449837457296,societal,NZ
36,rTMS,12058.311274651287,4.236298741206522,societal,NZ
36,UC+Li,6307.23568117665,3.991345491972757,societal,NZ
36,UC+AA,9331.664222247608,3.7071850325090656,societal,NZ
37,UC,3159.125768668355,2.360211516632149,societal,NZ
37,ECT,13125.544266912964,6.520872840168667,societal,NZ
37,KA-ECT,19811.80657164193,6.346830568161881,societal,NZ
37,IV-KA,12466.916911192697,4.971231947352674,societal,NZ
37,IN-EKA,17553.928788032208,4.156003341891067,societal,NZ
37,PO-PSI,20383.83376944548,4.918652315506933,societal,NZ
37,PO-KA,6536.190120534001,5.132185077964704,societal,NZ
37,rTMS,8101.202222336114,5.316191032418695,societal,NZ
37,UC+Li,6591.981481057067,3.592418061847437,societal,NZ
37,UC+AA,5798.299107746301,3.5501549397044956,societal,NZ
38,UC,4424.362173762226,3.0610049073226806,societal,NZ
38,ECT,22680.253614806385,6.42315208022028,societal,NZ
38,KA-ECT,22022.456641999866,6.367141217386702,societal,NZ
38,IV-KA,11912.528773757596,6.739560444944857,societal,NZ
38,IN-EKA,17492.13176884893,6.087469134798157,societal,NZ
38,PO-PSI,28538.759677277376,5.5500265792845855,societal,NZ
38,PO-KA,8948.611608583282,5.083532669776038,societal,NZ
38,rTMS,11243.619924434393,3.214887640054772,societal,NZ
38,UC+Li,5127.435389010157,3.3762406822242474,societal,NZ
38,UC+AA,6895.793199259935,3.510336048775339,societal,NZ
39,UC,5177.701000933253,2.3323278206449496,societal,NZ
39,ECT,16140.59355301789,6.988468596227059,societal,NZ
39,KA-ECT,19959.26656775864,7.97270265299916,societal,NZ
39,IV-KA,14084.80538637226,5.821426055459906,societal,NZ
39,IN-EKA,19719.337154165412,4.003423439890406,societal,NZ
39,PO-PSI,27148.09109566293,6.166150149730489,societal,NZ
39,PO-KA,8407.36825579306,3.7339508545078144,societal,NZ
39,rTMS,7837.886919183476,4.526576426666452,societal,NZ
39,UC+Li,5952.533815372014,3.840750348686312,societal,NZ
39,UC+AA,7039.645726582643,3.2148780697478716,societal,NZ
40,UC,5938.283805975998,2.7419776358913133,societal,NZ
40,ECT,15288.36233082295,6.130179769035966,societal,NZ
40,KA-ECT,16479.263203986895,6.721745088878224,societal,NZ
40,IV-KA,12555.334429084282,5.164875964835566,societal,NZ
40,IN-EKA,25023.024502294084,4.463235618668298,societal,NZ
40,PO-PSI,24065.641779193204,5.64821515338066,societal,NZ
40,PO-KA,10170.466826530599,4.617932865906945,societal,NZ
40,rTMS,12063.68907893727,3.2572198134815142,societal,NZ
40,UC+Li,6320.460319043111,3.9448153978117184,societal,NZ
40,UC+AA,7115.1975849855935,3.732740187532676,societal,NZ
41,UC,4482.711549899628,3.70467372009279,societal,NZ
41,ECT,21896.69437085775,6.209729151648273,societal,NZ
41,KA-ECT,16440.741175097297,8.308046029405931,societal,NZ
41,IV-KA,15948.930364326781,5.133997980992712,societal,NZ
41,IN-EKA,18319.25273161657,4.830929234683696,societal,NZ
41,PO-PSI,18277.747444828616,5.265078442812642,societal,NZ
41,PO-KA,6493.7888498718985,4.039321460937523,societal,NZ
41,rTMS,9930.630225226438,4.11710736626826,societal,NZ
41,UC+Li,7860.600591376892,3.0008229796306045,societal,NZ
41,UC+AA,8378.051357867218,3.093005577887246,societal,NZ
42,UC,4950.536290347567,3.337409746083302,societal,NZ
42,ECT,11631.833935313105,6.80592779694724,societal,NZ
42,KA-ECT,18582.582728745696,7.4432061376073335,societal,NZ
42,IV-KA,12722.921609769544,7.218710097937626,societal,NZ
42,IN-EKA,17449.040062994736,4.6814018269989095,societal,NZ
42,PO-PSI,21884.297367876177,5.555618304671796,societal,NZ
42,PO-KA,7043.919309040223,5.213409918664531,societal,NZ
42,rTMS,12841.00849597971,3.714626853125262,societal,NZ
42,UC+Li,5001.173312274926,3.735707778193202,societal,NZ
42,UC+AA,6226.88773800664,3.516465908877756,societal,NZ
43,UC,5202.9230208513,2.242127942501384,societal,NZ
43,ECT,19642.515603990185,7.936702138476417,societal,NZ
43,KA-ECT,15855.239583304648,6.651068596057614,societal,NZ
43,IV-KA,12714.663476812262,5.734119752990917,societal,NZ
43,IN-EKA,22634.177090691323,6.20612272325981,societal,NZ
43,PO-PSI,24115.26386252975,5.361362204369237,societal,NZ
43,PO-KA,5931.021157978209,4.061441976034849,societal,NZ
43,rTMS,9933.746054252406,4.897278931758894,societal,NZ
43,UC+Li,5378.866441156594,3.611893975819449,societal,NZ
43,UC+AA,6977.007945498147,3.7941966367240423,societal,NZ
44,UC,7526.9324258736215,2.7345656135398397,societal,NZ
44,ECT,13531.681672445333,7.335328701655258,societal,NZ
44,KA-ECT,20386.62021369209,8.66203659316243,societal,NZ
44,IV-KA,13459.820463314909,5.248495536449059,societal,NZ
44,IN-EKA,22362.61932276924,5.665222148349745,societal,NZ
44,PO-PSI,29102.41090598682,6.405819224885838,societal,NZ
44,PO-KA,9600.012034383732,5.201577354267403,societal,NZ
44,rTMS,12764.317982075054,4.324354943794821,societal,NZ
44,UC+Li,5799.458303619775,3.5733568432166614,societal,NZ
44,UC+AA,8689.1125531117,2.791532164506382,societal,NZ
