draw,strategy,cost,effect,perspective,jurisdiction
25,UC+Li,6601.100625149257,3.0112223776007245,healthcare,AU
25,UC+AA,7139.065227600916,3.5756935616858945,healthcare,AU
26,UC,3330.594718878628,3.2716800961899675,healthcare,AU
26,ECT,13012.12872316246,6.956478934874528,healthcare,AU
26,KA-ECT,15328.592952101191,5.375606109401933,healthcare,AU
26,IV-KA,7931.143905292093,5.533659462662968,healthcare,AU
26,IN-EKA,21038.890006885926,4.457410024937355,healthcare,AU
26,PO-PSI,28192.96229388687,4.670783950184832,healthcare,AU
26,PO-KA,7900.880302029025,3.773390280142526,healthcare,AU
26,rTMS,8696.327784395682,4.023699335658207,healthcare,AU
26,UC+Li,4967.503961659257,3.3077222278850873,healthcare,AU
26,UC+AA,8408.809932900216,2.911554065238426,healthcare,AU
27,UC,5835.692112065141,2.435146572671191,healthcare,AU
27,ECT,16589.41253374585,7.65325489652632,healthcare,AU
27,KA-ECT,9349.244249554487,6.282794270076571,healthcare,AU
27,IV-KA,13442.68031795135,5.357868229769905,healthcare,AU
27,IN-EKA,21484.583493485236,4.637608887970508,healthcare,AU
27,PO-PSI,25432.9489373645,5.875458211686336,healthcare,AU
27,PO-KA,9751.673092489711,4.652652505980728,healthcare,AU
27,rTMS,10675.205324150404,3.794061516938766,healthcare,AU
27,UC+Li,5414.872531113007,3.2837209060901897,healthcare,AU
27,UC+AA,7552.232999329615,2.989507759589869,healthcare,AU
28,UC,5289.7748568964125,4.037700399322719,healthcare,AU
28,ECT,17613.374110295077,6.2391811742657275,healthcare,AU
28,KA-ECT,22204.248727573806,6.632732164280604,healthcare,AU
28,IV-KA,6904.688662055365,4.794339582357817,healthcare,AU
28,IN-EKA,12516.832315896578,4.789091909575215,healthcare,AU
28,PO-PSI,25092.091895947757,7.341149849820226,healthcare,AU
28,PO-KA,8490.391060646243,4.368539682714681,healthcare,AU
28,rTMS,11658.811162366977,2.8944323454960577,healthcare,AU
28,UC+Li,6282.737469730279,3.8854325969434833,healthcare,AU
28,UC+AA,4929.979255908222,3.7718770216034647,healthcare,AU
29,UC,5338.496407494414,2.7923560430495993,healthcare,AU
29,ECT,16898.345598318854,8.316554286243516,healthcare,AU
29,KA-ECT,18636.531892704734,7.2233985276703025,healthcare,AU
29,IV-KA,10851.59775114939,4.905108941374646,healthcare,AU
29,IN-EKA,23321.343266176984,4.48634970445468,healthcare,AU
29,PO-PSI,25357.831186096962,5.617874042587907,healthcare,AU
29,PO-KA,8718.469738619588,4.700197263172169,healthcare,AU
29,rTMS,12075.079888515798,3.7449918005726266,healthcare,AU
29,UC+Li,5676.150077647954,3.0106181421088465,healthcare,AU
29,UC+AA,6377.989435893444,3.388650246522426,healthcare,AU
30,UC,5756.988616645352,2.538917337911187,healthcare,AU
30,ECT,17608.81776031698,7.584510287043961,healthcare,AU
30,KA-ECT,19447.022161282952,8.68911623130226,healthcare,AU
30,IV-KA,10065.527002241068,4.628741707682008,healthcare,AU
30,IN-EKA,12885.119004382886,5.89762658689351,healthcare,AU
30,PO-PSI,28271.82828177029,5.955532263271636,healthcare,AU
30,PO-KA,8419.95293947973,3.824706571620974,healthcare,AU
30,rTMS,14891.503959233652,4.064610590987614,healthcare,AU
30,UC+Li,6131.273753525871,3.862883311949346,healthcare,AU
30,UC+AA,7673.412924431398,3.311942012139566,healthcare,AU
31,UC,4209.525544554688,3.235734178567998,healthcare,AU
31,ECT,20646.0734894251,7.5763360369239825,healthcare,AU
31,KA-ECT,23576.15319323789,6.539905891211934,healthcare,AU
31,IV-KA,9525.987949353548,5.411949155930246,healthcare,AU
31,IN-EKA,20222.899649154777,5.656514911082569,healthcare,AU
31,PO-PSI,16537.676851425902,7.223640255568491,healthcare,AU
31,PO-KA,7762.988152131516,4.243871358031548,healthcare,AU
31,rTMS,7975.791249479665,3.172571664067115,healthcare,AU
31,UC+Li,6987.804700754297,3.5366589835942017,healthcare,AU
31,UC+AA,5194.054740362524,2.5524606139681922,healthcare,AU
32,UC,4664.215300709871,3.8345107626446966,healthcare,AU
32,ECT,14221.225945909186,5.297485637505515,healthcare,AU
32,KA-ECT,17139.899275699197,6.754548787227097,healthcare,AU
32,IV-KA,5257.783392646071,5.461993593437532,healthcare,AU
32,IN-EKA,19076.26187916529,5.417723818888051,healthcare,AU
32,PO-PSI,34244.78047472673,6.901252023638206,healthcare,AU
32,PO-KA,7596.6669641677545,3.836084454754998,healthcare,AU
32,rTMS,15146.71960649972,4.029609217007244,healthcare,AU
32,UC+Li,6016.715150295536,3.4879374564449983,healthcare,AU
32,UC+AA,7277.318665074998,3.127819794038029,healthcare,AU
33,UC,4426.337993119764,2.7265705293798037,healthcare,AU
33,ECT,14901.740189352005,6.065260183092988,healthcare,AU
33,KA-ECT,15505.039760629925,7.095787204922707,healthcare,AU
33,IV-KA,11362.556956447863,6.552795092007882,healthcare,AU
33,IN-EKA,9396.120766427952,5.654904111153477,healthcare,AU
33,PO-PSI,31230.425962488145,4.34128781407348,healthcare,AU
33,PO-KA,7485.968608879477,4.277135480402525,healthcare,AU
33,rTMS,7184.9766105643575,3.6110916562045623,healthcare,AU
33,UC+Li,4667.3089854410055,4.376135221711811,healthcare,AU
33,UC+AA,8309.949750406446,3.8357775474970794,healthcare,AU
34,UC,5721.672064043235,2.4354741143913854,healthcare,AU
34,ECT,13426.43920116068,6.891499648982334,healthcare,AU
34,KA-ECT,13722.552668878192,7.641698587155149,healthcare,AU
34,IV-KA,11399.186504604662,5.237625434715282,healthcare,AU
34,IN-EKA,22843.839872813965,5.266557986891624,healthcare,AU
34,PO-PSI,23195.1691709046,6.927463842691399,healthcare,AU
34,PO-KA,6378.405008600154,4.869561364166558,healthcare,AU
34,rTMS,11186.202515936768,3.8452267803430047,healthcare,AU
34,UC+Li,6391.3596266905415,2.8744432118073484,healthcare,AU
34,UC+AA,8293.63782688966,3.1075489317785054,healthcare,AU
35,UC,4477.27697948096,3.5245046129184447,healthcare,AU
35,ECT,12886.968928371722,5.373230962909152,healthcare,AU
35,KA-ECT,12551.797892666336,7.545408956211076,healthcare,AU
35,IV-KA,8798.926618759293,6.728355927389055,healthcare,AU
35,IN-EKA,11672.282368465112,6.017873820974023,healthcare,AU
35,PO-PSI,26055.087336013094,5.922629510503686,healthcare,AU
35,PO-KA,7182.621369786576,4.739481668611242,healthcare,AU
35,rTMS,9924.730595150304,4.551650941008261,healthcare,AU
35,UC+Li,6137.0731783944475,3.5751508807309387,healthcare,AU
35,UC+AA,6490.942902900601,3.1715271881394664,healthcare,AU
36,UC,5307.801768892059,2.1449158036716875,healthcare,AU
36,ECT,10955.443733682861,7.094611275218172,healthcare,AU
36,KA-ECT,18598.029033447798,6.834414997282589,healthcare,AU
36,IV-KA,12046.084832663482,5.74330719375317,healthcare,AU
36,IN-EKA,17840.961278762556,4.533017164758612,healthcare,AU
36,PO-PSI,25979.226275488407,5.2173017779079744,healthcare,AU
36,PO-KA,8612.379133571707,3.478449837457296,healthcare,AU
36,rTMS,12058.311274651287,4.236298741206522,healthcare,AU
36,UC+Li,6307.23568117665,3.991345491972757,healthcare,AU
36,UC+AA,9331.664222247608,3.7071850325090656,healthcare,AU
37,UC,3159.125768668355,2.360211516632149,healthcare,AU
37,ECT,13125.544266912964,6.520872840168667,healthcare,AU
37,KA-ECT,19811.80657164193,6.346830568161881,healthcare,AU
37,IV-KA,12466.916911192697,4.971231947352674,healthcare,AU
37,IN-EKA,17553.928788032208,4.156003341891067,healthcare,AU
37,PO-PSI,20383.83376944548,4.918652315506933,healthcare,AU
37,PO-KA,6536.190120534001,5.132185077964704,healthcare,AU
37,rTMS,8101.202222336114,5.316191032418695,healthcare,AU
37,UC+Li,6591.981481057067,3.592418061847437,healthcare,AU
37,UC+AA,5798.299107746301,3.5501549397044956,healthcare,AU
38,UC,4424.362173762226,3.0610049073226806,healthcare,AU
38,ECT,22680.253614806385,6.42315208022028,healthcare,AU
38,KA-ECT,22022.456641999866,6.367141217386702,healthcare,AU
38,IV-KA,11912.528773757596,6.739560444944857,healthcare,AU
38,IN-EKA,17492.13176884893,6.087469134798157,healthcare,AU
38,PO-PSI,28538.759677277376,5.5500265792845855,healthcare,AU
38,PO-KA,8948.611608583282,5.083532669776038,healthcare,AU
38,rTMS,11243.619924434393,3.214887640054772,healthcare,AU
38,UC+Li,5127.435389010157,3.3762406822242474,healthcare,AU
38,UC+AA,6895.793199259935,3.510336048775339,healthcare,AU
39,UC,5177.701000933253,2.3323278206449496,healthcare,AU
39,ECT,16140.59355301789,6.988468596227059,healthcare,AU
39,KA-ECT,19959.26656775864,7.97270265299916,healthcare,AU
39,IV-KA,14084.80538637226,5.821426055459906,healthcare,AU
39,IN-EKA,19719.337154165412,4.003423439890406,healthcare,AU
39,PO-PSI,27148.09109566293,6.166150149730489,healthcare,AU
39,PO-KA,8407.36825579306,3.7339508545078144,healthcare,AU
39,rTMS,7837.886919183476,4.526576426666452,healthcare,AU
39,UC+Li,5952.533815372014,3.840750348686312,healthcare,AU
39,UC+AA,7039.645726582643,3.2148780697478716,healthcare,AU
40,UC,5938.283805975998,2.7419776358913133,healthcare,AU
40,ECT,15288.36233082295,6.130179769035966,healthcare,AU
40,KA-ECT,16479.263203986895,6.721745088878224,healthcare,AU
40,IV-KA,12555.334429084282,5.164875964835566,healthcare,AU
40,IN-EKA,25023.024502294084,4.463235618668298,healthcare,AU
40,PO-PSI,24065.641779193204,5.64821515338066,healthcare,AU
40,PO-KA,10170.466826530599,4.617932865906945,healthcare,AU
40,rTMS,12063.68907893727,3.2572198134815142,healthcare,AU
40,UC+Li,6320.460319043111,3.9448153978117184,healthcare,AU
40,UC+AA,7115.1975849855935,3.732740187532676,healthcare,AU
41,UC,4482.711549899628,3.70467372009279,healthcare,AU
41,ECT,21896.69437085775,6.209729151648273,healthcare,AU
41,KA-ECT,16440.741175097297,8.308046029405931,healthcare,AU
41,IV-KA,15948.930364326781,5.133997980992712,healthcare,AU
41,IN-EKA,18319.25273161657,4.830929234683696,healthcare,AU
41,PO-PSI,18277.747444828616,5.265078442812642,healthcare,AU
41,PO-KA,6493.7888498718985,4.039321460937523,healthcare,AU
41,rTMS,9930.630225226438,4.11710736626826,healthcare,AU
41,UC+Li,7860.600591376892,3.0008229796306045,healthcare,AU
41,UC+AA,8378.051357867218,3.093005577887246,healthcare,AU
42,UC,4950.536290347567,3.337409746083302,healthcare,AU
42,ECT,11631.833935313105,6.80592779694724,healthcare,AU
42,KA-ECT,18582.582728745696,7.4432061376073335,healthcare,AU
42,IV-KA,12722.921609769544,7.218710097937626,healthcare,AU
42,IN-EKA,17449.040062994736,4.6814018269989095,healthcare,AU
42,PO-PSI,21884.297367876177,5.555618304671796,healthcare,AU
42,PO-KA,7043.919309040223,5.213409918664531,healthcare,AU
42,rTMS,12841.00849597971,3.714626853125262,healthcare,AU
42,UC+Li,5001.173312274926,3.735707778193202,healthcare,AU
42,UC+AA,6226.88773800664,3.516465908877756,healthcare,AU
43,UC,5202.9230208513,2.242127942501384,healthcare,AU
43,ECT,19642.515603990185,7.936702138476417,healthcare,AU
43,KA-ECT,15855.239583304648,6.651068596057614,healthcare,AU
43,IV-KA,12714.663476812262,5.734119752990917,healthcare,AU
43,IN-EKA,22634.177090691323,6.20612272325981,healthcare,AU
43,PO-PSI,24115.26386252975,5.361362204369237,healthcare,AU
